,total_population,Municipality_code,latitude,longitude
558,11934.0,44098,10.9250510667,-72.9444402729
559,6963.0,44110,10.6366964546,-72.8858430999
560,40852.0,44279,10.8283715998,-72.8018177989
561,17672.0,44378,11.0995210324,-72.7324860728
562,2952.0,44420,10.4580940995,-73.0720919268
563,10198.0,44855,10.4947021012,-72.986239906
564,24996.0,44874,10.5836475543,-72.9752028623
565,177573.0,44001,11.2429721409,-72.9587631521
566,26940.0,44035,11.2286904852,-72.5320965737
567,36196.0,44090,11.0902971465,-73.4356878763
568,46077.0,44650,10.81311496,-73.0865998639
569,160711.0,44847,11.9997198551,-71.7488266162
570,159223.0,44430,11.381577644,-72.2950081774
571,74528.0,44560,11.6055426325,-72.5716039221
572,7569.0,47541,10.1542954588,-74.8317809059
573,14294.0,47030,10.2535647481,-74.1032302723
574,28348.0,47058,9.83426495472,-74.0846008458
575,9225.0,47161,10.2937305982,-74.8198109133
576,18208.0,47170,10.099519608,-74.526066666
577,9681.0,47205,10.2328480128,-74.7781017528
578,17308.0,47258,10.343109882,-74.678177555
579,19345.0,47268,10.6596169636,-74.3251597016
580,25312.0,47318,9.24800467302,-74.1396808468
581,17470.0,47460,9.73599813445,-74.32840222
582,11071.0,47545,9.53074865368,-74.1447657018
583,34374.0,47551,10.4330339928,-74.4125119659
584,56210.0,47555,9.76945611003,-74.6018157585
585,26419.0,47570,10.8475890137,-74.3605794219
586,9555.0,47605,10.6486035063,-74.5810682256
587,14060.0,47660,10.1053302751,-74.2644392019
588,9360.0,47675,10.5153817797,-74.7229697163
589,18865.0,47692,9.35255962162,-74.2012169345
590,11279.0,47703,9.32765227015,-74.356722512
591,22723.0,47707,9.51946640526,-74.3393528002
592,9345.0,47720,9.52211463431,-74.6478999904
593,25804.0,47745,10.8902761602,-74.6296603778
594,12364.0,47798,9.92470126685,-74.7326300112
595,8606.0,47960,10.1177989283,-74.6911545617
596,66802.0,47980,10.7963465826,-74.1779831677
597,37476.0,47053,10.6449087653,-73.8797225682
598,118435.0,47189,10.889232971,-74.0427765482
599,64833.0,47288,10.459378178,-73.8840651794
600,479853.0,47001,11.1218943566,-73.8852785507
601,59594.0,47245,9.11493063471,-73.9810549055
602,274622.0,70001,9.3166739278,-75.4317496645
603,10007.0,70110,9.32004529308,-74.9520443885
604,13331.0,70124,8.79231159876,-75.131910629
605,7803.0,70204,9.5279497463,-75.3644714041
606,66350.0,70215,9.20402545927,-75.2505251893
607,17091.0,70221,9.39444980152,-75.6574915005
608,4425.0,70230,9.56958459799,-75.3242090754
609,9786.0,70233,9.07100938503,-75.1381866041
610,20239.0,70235,9.13516909575,-74.9813470567
611,15618.0,70265,8.38392069878,-74.676184817
612,11510.0,70400,8.81199779887,-75.2832221159
613,21831.0,70418,9.42238011715,-75.2130219101
614,32622.0,70429,8.54614813406,-74.7103788335
615,22384.0,70508,9.54965527074,-75.1885591606
616,12534.0,70523,9.33494029308,-75.5619902727
617,44617.0,70670,9.16518864911,-75.3602742168
618,25511.0,70678,8.83563491948,-74.9646939832
619,13437.0,70702,9.29201907119,-75.213635785
620,53340.0,70708,8.58922010212,-75.172499549
621,47952.0,70713,9.81459953607,-75.5052291915
622,18029.0,70717,9.39683563837,-75.0374181476
623,30188.0,70742,9.25629904718,-75.0939708887
624,23971.0,70771,8.81433347701,-74.7475313122
625,32012.0,70820,9.53381056734,-75.5354346945
626,20033.0,70823,9.49029771613,-75.4445111543
627,14793.0,70473,9.39249668474,-75.3271874424
628,43754.0,88001,12.5431788172,-81.7175723413
629,4545.0,88564,13.3532502866,-81.3739394889
630,75735.0,81001,6.7962808246,-70.5092115286
631,4169.0,81591,6.41176182934,-70.9667896424
632,3644.0,81220,6.34671877851,-70.0698292517
633,45268.0,81065,6.79933839438,-71.2982742926
634,17492.0,81300,6.70531595273,-71.8294520013
635,52884.0,81736,6.9069417144,-71.850707567
636,40311.0,81794,6.39065047881,-71.7917864683
637,167991.0,15001,5.51847261503,-73.3780185558
638,1582.0,15022,4.95482508109,-73.3881342447
639,13860.0,15047,5.43741637292,-72.8714947112
640,5465.0,15051,5.74956529376,-73.4388796663
641,7322.0,15087,6.005059265,-72.8936988734
642,1453.0,15090,5.23205844994,-73.1011739781
643,1895.0,15092,5.92085893305,-72.8485787634
644,5024.0,15097,6.33751562563,-72.6202123895
645,4472.0,15104,5.43985621614,-73.3813699383
646,2054.0,15106,5.67550997638,-73.909326815
647,4240.0,15109,5.48939941904,-73.9506625456
648,903.0,15114,5.84348373089,-72.8757462297
649,3086.0,15131,5.57599066861,-73.8805750774
650,2705.0,15135,5.00686253605,-73.1446703021
651,3636.0,15162,5.96201369839,-72.9644728839
652,2842.0,15172,5.20297163872,-73.3404807358
653,52321.0,15176,5.62248802448,-73.8042453116
654,7778.0,15183,6.09146848497,-72.4390317378
655,5013.0,15185,5.98439462549,-73.4258237508
656,2783.0,15187,5.56388108605,-73.2633158319
657,4492.0,15189,5.39305963322,-73.2820577162
658,12636.0,15204,5.68764703346,-73.3292895576
659,3019.0,15212,5.44298344717,-74.0278295592
660,2479.0,15215,5.82454581959,-72.845448448
661,3075.0,15377,5.54137813201,-72.5903846009
662,2300.0,15380,5.11316710183,-73.4592370767
663,956.0,15401,5.51672422318,-74.2287317959
664,2872.0,15403,6.26512619069,-72.5555108484
665,6604.0,15542,5.49848332421,-73.0783799304
666,1582.0,15550,5.74349379297,-72.4457904296
667,44784.0,15572,5.95346665403,-74.4528581017
668,4194.0,15580,5.56154120007,-74.217934099
669,7133.0,15755,5.9349203817,-72.5591290369
670,7509.0,15757,5.96049883573,-72.6823978415
671,120462.0,15759,5.66795586906,-72.8863031482
672,2377.0,15761,4.97097406446,-73.4287878519
673,6905.0,15842,5.21724136842,-73.4633847678
674,13984.0,15861,5.38338548117,-73.5209794236
675,2582.0,15879,5.44055821605,-73.2662745562
676,4301.0,15897,5.28563598279,-73.1676309121
677,2628.0,15218,6.51952147639,-72.7402042089
678,3375.0,15224,5.52710410943,-73.4459864589
679,1628.0,15226,5.58775448958,-72.9395368633
680,4347.0,15232,5.64307564809,-73.4456239068
681,1669.0,15236,4.87118160555,-73.361423792
682,117606.0,15238,5.8906025148,-73.0670948433
683,3999.0,15244,6.35336317713,-72.4192375188
684,2715.0,15248,6.50824055579,-72.4804962472
685,6523.0,15272,5.67367659049,-73.0198335158
686,3186.0,15276,5.85899210993,-72.9249982648
687,2744.0,15293,5.74410597491,-73.5426551963
688,4395.0,15296,5.80333134311,-72.735502436
689,14145.0,15299,5.08946665074,-73.3143027225
690,1790.0,15317,6.44543854647,-72.5163533226
691,8123.0,15322,5.01450830999,-73.4881235155
692,3112.0,15325,4.93142434126,-73.4966337236
693,1944.0,15362,5.61736601613,-72.9698650444
694,6333.0,15367,5.37715175222,-73.3769496753
695,3540.0,15368,6.14545948703,-72.5858085492
696,14406.0,15407,5.66576242422,-73.5149480026
697,3568.0,15425,4.98017649524,-73.2941369461
698,5354.0,15442,5.56981063345,-74.020031272
699,8274.0,15455,5.15095329729,-73.1789672171
700,4300.0,15464,5.70971245903,-72.6915815705
701,3895.0,15466,5.69735222761,-72.8329866419
702,20848.0,15469,5.86337048492,-73.5585253777
703,5253.0,15476,5.60619244881,-73.377342665
704,8323.0,15480,5.5253462217,-74.1165767904
705,14651.0,15491,5.77875985122,-72.9326832365
706,5025.0,15494,5.3547014847,-73.4487342407
707,2797.0,15500,5.61078784434,-73.2799190534
708,6997.0,15507,5.7537877866,-74.197194226
709,2275.0,15511,5.14832387666,-73.3995121923
710,2930.0,15514,5.09521103488,-73.0043586264
711,31141.0,15516,5.82677153757,-73.1379524611
712,1941.0,15518,5.38232894866,-72.6967267418
713,1644.0,15522,6.44329975805,-72.4618243118
714,6355.0,15531,5.68880155916,-74.0050412146
715,2061.0,15533,5.62124274242,-72.3692905976
716,4047.0,15537,6.02869936504,-72.7675262388
717,8889.0,15599,5.31993409187,-73.3107789963
718,7312.0,15600,5.49626862073,-73.628944376
719,2230.0,15621,5.37994787917,-73.1965099469
720,11161.0,15632,5.69992605094,-73.7479946558
721,4823.0,15638,5.57346488228,-73.5431020025
722,17542.0,15646,5.47053997028,-73.5211756036
723,1572.0,15660,5.23461468569,-73.0491406687
724,4658.0,15664,5.99415408819,-73.5438652236
725,4551.0,15667,4.81527217037,-73.1237820824
726,3307.0,15673,6.40688864182,-72.5596275919
727,2901.0,15676,5.53232692197,-73.7471589782
728,5839.0,15681,5.67734506609,-74.1140374861
729,6826.0,15686,6.05761497073,-73.4897482824
730,3109.0,15690,4.8230025558,-73.253775062
731,11329.0,15693,5.89295030058,-72.9917278035
732,2959.0,15696,5.73160271566,-73.6036628691
733,2026.0,15720,6.13211793002,-72.7303241538
734,1048.0,15723,6.07066237505,-72.7153819043
735,6649.0,15740,5.49874770059,-73.2168177783
736,8538.0,15753,6.32308804465,-72.696040893
737,2586.0,15762,5.58057319098,-73.4437183753
738,7953.0,15763,5.78527544305,-73.2530114221
739,5904.0,15764,5.49489046092,-73.3189999652
740,2555.0,15774,6.2152005776,-72.715756341
741,5755.0,15776,5.64003075913,-73.6259877272
742,3501.0,15778,5.02685716252,-73.4335106583
743,5150.0,15790,5.88229431344,-72.7262681726
744,3461.0,15798,5.07141313856,-73.4247969881
745,7966.0,15804,5.30111664873,-73.3932520946
746,11023.0,15806,5.74732938872,-73.0111472437
747,2869.0,15808,5.57756649705,-73.6761457207
748,3154.0,15810,6.4203534897,-72.6946358336
749,8707.0,15814,5.58025428682,-73.1606969019
750,4224.0,15816,5.92183006207,-73.4892180551
751,3531.0,15820,5.76535030329,-72.8367295756
752,4530.0,15822,5.48919490685,-73.0053446015
753,1526.0,15832,5.72030151619,-73.9433092646
754,5856.0,15835,5.30569741828,-73.5090871377
755,8154.0,15837,5.6721272906,-73.1829821072
756,1794.0,15839,6.07805190329,-72.8570783188
757,3587.0,15180,6.68911805979,-72.4179567478
758,10164.0,15223,6.8869548777,-72.1815628493
759,3921.0,15332,6.56699176498,-72.2559933354
760,6136.0,25019,4.89112163752,-74.4427843166
761,12241.0,25035,4.55996288093,-74.5256952984
762,12204.0,25040,4.78931361407,-74.4619425629
763,10005.0,25053,4.23278698478,-74.3957629114
764,1720.0,25086,4.71968409114,-74.7563181295
765,2224.0,25095,4.84782109123,-74.5286276606
766,9674.0,25099,4.69166842833,-74.3289880826
767,4512.0,25120,3.91861923989,-74.4461560597
768,9274.0,25123,4.72306334148,-74.4591952826
769,81111.0,25126,4.9304027788,-74.0298511519
770,10301.0,25148,5.38150139943,-74.5212359471
771,15594.0,25151,4.40225945656,-73.9448243505
772,7345.0,25154,5.33885655646,-73.9261481722
773,3323.0,25168,4.95425175014,-74.6309013849
774,8633.0,25178,4.42577892574,-74.0594697996
775,10397.0,25181,4.5829651968,-73.9128772287
776,19825.0,25183,5.1184192708,-73.6806858308
777,21102.0,25200,5.10312753243,-73.9753655898
778,31868.0,25214,4.78827199668,-74.1233950687
779,7013.0,25224,5.23030810483,-73.7800188487
780,22775.0,25245,4.55694708512,-74.4265847764
781,3458.0,25258,5.26172824356,-74.3083056392
782,136041.0,25269,4.83405233395,-74.3380228975
783,10749.0,25279,4.52856846241,-73.7970526661
784,5578.0,25281,4.31628007216,-73.9528678377
785,90854.0,25286,4.74399671133,-74.1986599227
786,4849.0,25288,5.41628890221,-73.7705982891
787,4378.0,25293,4.65495512972,-73.5105538141
788,16633.0,25295,5.01001953024,-73.8767175899
789,8203.0,25297,4.86755113436,-73.617732872
790,3055.0,25299,4.72357346448,-73.6005444145
791,6922.0,25312,4.52348488416,-74.3372461921
792,12405.0,25317,5.38729154194,-73.6932823413
793,27571.0,25320,5.17355476389,-74.6401465074
794,14992.0,25322,4.80127683151,-73.8464348524
795,1977.0,25324,4.51230284819,-74.7818497568
796,6148.0,25326,4.91158717009,-73.7864856441
797,3604.0,25328,4.87939572007,-74.4834767924
798,5809.0,25335,4.23187594541,-73.8354398073
799,3311.0,25339,4.16608956261,-74.0246527017
800,2025.0,25368,4.57135025381,-74.6891585364
801,5234.0,25372,4.70517078935,-73.6924787324
802,28501.0,25377,4.70078544302,-73.9293992082
803,29452.0,25386,4.65077316729,-74.4732171694
804,7708.0,25394,5.33340064629,-74.4080786296
805,5429.0,25398,5.20459881974,-74.4078661094
806,13085.0,25402,4.97861984224,-74.3393606114
807,9425.0,25407,5.30363717052,-73.6815322766
808,6057.0,25426,5.04034919802,-73.617382409
809,109696.0,25430,4.77267744366,-74.2597685483
810,3354.0,25436,4.97688115115,-73.5631374061
811,7281.0,25438,4.4844379194,-73.4059848681
812,2101.0,25483,4.40795201465,-74.8056531696
813,12198.0,25486,5.09370535786,-73.8838023746
814,10555.0,25488,4.29478093314,-74.6146949974
815,3086.0,25489,5.13374830396,-74.3963809401
816,5211.0,25491,5.06611076148,-74.3897547578
817,4130.0,25506,4.06334207352,-74.4525979551
818,23726.0,25513,5.16836763414,-74.1633654425
819,3865.0,25518,5.38764734505,-74.163956956
820,4735.0,25524,4.18049726762,-74.4711212973
821,8043.0,25530,4.45234324488,-73.1869857779
822,8686.0,25535,4.29373361058,-74.2739692403
823,15019.0,25572,5.61975274788,-74.5801923034
824,2525.0,25580,4.69133625347,-74.6807440359
825,4453.0,25592,5.09998102983,-74.4945106974
826,4929.0,25594,4.33458904383,-73.85264561
827,6114.0,25596,4.7150726425,-74.5541125876
828,7533.0,25599,4.52036257367,-74.5784206138
829,10788.0,25612,4.30736348945,-74.7294340343
830,10214.0,25645,4.59974135679,-74.3449034158
831,7417.0,25649,4.14095846378,-74.3539769206
832,4043.0,25653,5.31460042334,-74.0723207706
833,9644.0,25658,4.96410070345,-74.2721712858
834,9807.0,25718,4.94680526341,-74.4123092121
835,11067.0,25736,5.00877167222,-73.7809554556
836,20581.0,25743,4.43696714054,-74.3705090301
837,11526.0,25745,5.50977312816,-73.8451916437
838,24838.0,25758,4.88806011201,-73.9658752772
839,14874.0,25769,4.97035803398,-74.156899234
840,15401.0,25772,5.1360802484,-73.7826668146
841,4726.0,25777,5.06169270259,-74.2313832761
842,6073.0,25779,5.44009235844,-73.8239252855
843,5258.0,25781,5.24290934701,-73.8554034279
844,20602.0,25785,4.95152004577,-74.0844964801
845,6735.0,25793,5.19399766387,-73.9563170457
846,8072.0,25797,4.65159860185,-74.3918253514
847,20386.0,25799,4.83854860132,-74.1468028717
848,3944.0,25805,4.32135789946,-74.4866727411
849,2439.0,25807,5.08410268225,-73.5136254569
850,13649.0,25815,4.45207297369,-74.6486440616
851,39416.0,25817,4.96885291285,-73.9288702052
852,3537.0,25823,5.3556883863,-74.2896399433
853,7583.0,25839,4.7590227763,-73.4082788656
854,6390.0,25841,4.50075418247,-73.9756454469
855,40001.0,25843,5.31608065221,-73.8201056626
856,6902.0,25845,4.30173333948,-74.0680872304
857,4032.0,25851,5.19279570759,-74.4778000293
858,6063.0,25862,5.13126754204,-74.3097922865
859,3806.0,25867,4.8891631398,-74.5534585381
860,1712.0,25871,5.27069463621,-74.1907437508
861,15834.0,25873,5.22729870919,-73.5772592092
862,25957.0,25875,5.01167040185,-74.4876474552
863,12589.0,25878,4.43605410493,-74.4854333908
864,10887.0,25885,5.59191015721,-74.3648086528
865,4211.0,25898,4.75432173032,-74.3867344433
866,129652.0,25899,5.04619239608,-74.0230796716
867,10742.0,25001,4.37274467551,-74.6711105092
868,629414.0,54001,8.11204181061,-72.4886264082
869,30191.0,54003,8.01983448068,-73.1585048457
870,8202.0,54051,7.61323128278,-72.8613641975
871,6972.0,54099,7.63346174656,-72.6578137488
872,4698.0,54109,8.07980223932,-72.9291992548
873,2733.0,54125,7.27056008782,-72.6521215256
874,8642.0,54128,7.68418889638,-73.1293948118
875,16021.0,54172,7.58335313619,-72.5839097791
876,7648.0,54223,7.5021823662,-72.7970344714
877,4390.0,54239,7.74699320556,-72.6720807194
878,26019.0,54261,8.08120009177,-72.6315211757
879,6408.0,54313,7.90652299051,-72.8070558153
880,9745.0,54344,8.3618319871,-73.0782632984
881,4702.0,54347,7.4939557814,-72.4926999808
882,5550.0,54377,7.26551534607,-72.522663111
883,11040.0,54385,7.6952335926,-73.3613967226
884,7237.0,54398,8.25675787463,-73.1878932662
885,81411.0,54405,7.7422910938,-72.5268078354
886,3609.0,54418,7.96371275857,-72.8467029033
887,3891.0,54480,7.31694996984,-72.7683458349
888,111643.0,54498,8.23114877339,-73.3524617097
889,45521.0,54518,7.37905762339,-72.6759034753
890,4944.0,54520,7.48287886035,-72.6351540094
891,8139.0,54553,8.32913864225,-72.4111906552
892,5420.0,54599,7.59535597397,-72.5075662211
893,8768.0,54660,7.77274782354,-72.8676995869
894,9961.0,54670,8.45383754842,-73.1579809415
895,6677.0,54673,7.8478721953,-72.6097120336
896,3087.0,54680,7.889234454,-72.7182541037
897,21243.0,54720,8.26412848413,-72.8063153747
898,5713.0,54743,7.18099187912,-72.7861788414
899,4602.0,54871,7.93629317286,-72.9875941824
900,93735.0,54874,7.75628218314,-72.4820253245
901,10554.0,54174,7.05161677,-72.5254474576
902,18112.0,54206,8.87315989473,-73.2000776858
903,12001.0,54245,8.86799003506,-73.3458592161
904,12727.0,54800,8.76001379417,-73.1571409657
905,51399.0,54810,8.71350723663,-72.7992585501
906,14962.0,54820,7.22586496115,-72.3059341772
907,19075.0,54250,8.67826367106,-73.0317596984
908,7181469.0,11001,4.31610769809,-74.1810727016
909,451212.0,50001,4.09166877008,-73.492915945
910,78199.0,50006,4.00964445932,-73.7239134796
911,5946.0,50110,4.51907612664,-72.9954898127
912,5432.0,50124,4.3152447589,-72.9526889564
913,13611.0,50150,3.8051540892,-73.5388666765
914,6377.0,50223,3.82824189741,-74.0752974371
915,21397.0,50226,4.23252638932,-73.3147753922
916,1575.0,50245,4.35376988808,-73.7144168442
917,7397.0,50251,3.61562454189,-73.8880070695
918,3699.0,50270,3.70696978519,-73.8316189225
919,11599.0,50287,3.38237012413,-73.5962542926
920,64932.0,50313,3.4965625478,-73.7469590952
921,13857.0,50318,3.94777558498,-73.9598386376
922,9751.0,50330,3.15477120082,-74.124548242
923,8549.0,50370,3.04772685789,-74.4306613394
924,10576.0,50400,3.61471487279,-74.0962846666
925,8086.0,50450,2.75226011241,-72.7210941019
926,28270.0,50573,4.01429892107,-72.6457049918
927,8982.0,50577,3.19309292474,-73.2367143641
928,11433.0,50590,2.75808365681,-73.1378017094
929,17610.0,50606,4.23746699681,-73.4736660899
930,11512.0,50680,3.84761677973,-73.2758340136
931,8242.0,50683,3.28985117143,-73.8163524339
932,1149.0,50686,4.47134632156,-73.6604135545
933,22281.0,50689,3.53590907311,-72.9853692761
934,16525.0,50711,2.81161669812,-73.6665223357
935,23877.0,50350,2.16186391692,-74.0948807562
936,6036.0,50325,3.11752336074,-71.9380569159
937,41017.0,50568,4.00503446676,-71.6315742854
938,314526.0,41001,2.9933600458,-75.2723623222
939,22871.0,41306,2.37178153872,-75.5169975364
940,15913.0,41319,1.98439401601,-75.6969354885
941,6700.0,41349,2.54165416117,-75.4478108308
942,9064.0,41357,2.69151777285,-75.673831406
943,24593.0,41359,2.00678434072,-76.2563632528
944,12475.0,41378,2.18145257055,-76.1178184009
945,54405.0,41396,2.32807658648,-76.0011729875
946,6168.0,41483,2.57606628542,-75.7869375742
947,11111.0,41503,2.06119136234,-76.0411028904
948,6424.0,41518,2.40689827013,-75.7280302696
949,24243.0,41524,2.91449196673,-75.4406611769
950,10454.0,41530,1.68458075961,-76.1478558968
951,12246.0,41548,2.25960177347,-75.8319516044
952,120287.0,41551,1.8279035829,-76.1191958168
953,22877.0,41615,2.78222411408,-75.2355448403
954,10076.0,41660,2.10038284917,-76.2289787079
955,32409.0,41668,1.92416549263,-76.4165655034
956,10215.0,41676,2.92626593651,-75.6335978546
957,17376.0,41770,1.87099209527,-75.8079847065
958,16108.0,41791,2.13028054434,-75.8753484488
959,9767.0,41797,2.52685513233,-75.6825964201
960,10273.0,41799,3.03061177665,-75.0853655301
961,7376.0,41801,2.82411372555,-75.7143529811
962,20919.0,41807,1.95071522601,-75.9175764866
963,6943.0,41872,3.28705787478,-75.1383829204
964,7380.0,41885,2.64656333892,-75.5159264485
965,66311.0,41298,2.17244149638,-75.5713124246
966,3736.0,41244,2.00624818175,-75.9509169407
967,7040.0,41206,3.4519879959,-74.6782925851
968,30183.0,41132,2.65866667466,-75.3294380256
969,6679.0,41078,3.13542363396,-74.9579779641
970,4169.0,41026,2.07922808022,-75.7685828777
971,20259.0,41020,2.49785067987,-75.2913494573
972,14817.0,41016,3.26237518814,-75.3526251372
973,8593.0,41013,2.26975041956,-75.7163223552
974,24562.0,41006,1.70911444555,-75.996641844
975,1662.0,68013,6.18220847645,-73.5303854091
976,3317.0,68020,5.77807339066,-73.8284597355
977,7913.0,68051,6.71676658522,-73.0116269696
978,28769.0,68077,5.95561732718,-73.6234522923
979,7647.0,68079,6.64706254341,-73.2151846631
980,199564.0,68081,7.05407455788,-73.7821164606
981,5230.0,68092,7.01320405815,-73.3874352084
982,1621.0,68121,6.56254367347,-73.2503489225
983,1832.0,68132,7.35328808413,-72.9263443263
984,5328.0,68147,6.52020009488,-72.6743520259
985,4130.0,68152,6.65967527379,-72.5696843389
986,1869.0,68160,6.75246553307,-72.9292462903
987,6460.0,68162,6.90392317253,-72.6453632445
988,11035.0,68167,6.19555194644,-73.1540106548
989,2824.0,68169,7.25896440104,-72.9878787997
990,2364.0,68176,6.37267718123,-73.4147612077
991,4341.0,68179,6.06794465788,-73.6323913168
992,25782.0,68190,6.40972960998,-74.1703042687
993,5300.0,68207,6.78453116893,-72.605716109
994,2915.0,68209,6.35562069346,-73.2398527183
995,25266.0,68615,7.47422608474,-73.372464172
996,27845.0,68655,7.40654219977,-73.5713180737
997,8035.0,68669,6.79648306293,-72.8161320234
998,2706.0,68673,6.10168120414,-73.5274905033
999,54687.0,68679,6.55077876505,-73.1188791113
1000,2167.0,68682,6.45987982259,-72.8547188304
1001,4153.0,68684,6.62940018493,-72.7397642273
1002,2433.0,68686,6.56812154134,-72.643224968
1003,29427.0,68689,6.89429234642,-73.5390033362
1004,2239.0,68705,6.9880847109,-72.8960893342
1005,3166.0,68720,6.40890734022,-73.5820660887
1006,7842.0,68745,6.6481004401,-73.6901169345
1007,29997.0,68755,6.4620882408,-73.2443600089
1008,8771.0,68770,6.1147630457,-73.3662118286
1009,6044.0,68773,5.98320373413,-73.9593623539
1010,3520.0,68780,7.47540206333,-72.9877996589
1011,6680.0,68820,7.17089109883,-72.9397044329
1012,5648.0,68855,6.43457891893,-73.1099717096
1013,19376.0,68861,6.22056542244,-73.7024495611
1014,1762.0,68867,7.32221956301,-72.881569005
1015,6738.0,68872,6.68586732618,-73.1639691602
1016,8997.0,68895,6.83462670534,-73.2797597862
1017,1163.0,68370,6.71377971724,-73.0996131812
1018,5505.0,68377,5.91023264571,-74.0507248933
1019,9238.0,68385,6.33150172082,-73.8186808993
1020,3989.0,68397,6.21737436967,-73.6297719514
1021,37214.0,68406,7.2040600631,-73.2913809739
1022,12433.0,68418,6.81216293444,-73.1078508571
1023,2130.0,68425,6.51374530286,-72.5853649192
1024,19884.0,68432,6.72022234858,-72.7384109145
1025,4499.0,68444,7.34877831869,-73.0543899733
1026,10165.0,68464,6.49253231544,-72.9583477242
1027,3915.0,68468,6.64329055949,-72.8191627393
1028,4537.0,68498,6.35536885751,-73.122118331
1029,10117.0,68500,6.2255962162,-73.2796151527
1030,3955.0,68502,6.33519454753,-72.8120583762
1031,1253.0,68522,6.5247539937,-73.2890067095
1032,2467.0,68524,6.39175010709,-73.2827317433
1033,4144.0,68533,6.4166311307,-73.1714823195
1034,4508.0,68549,6.51389262567,-73.1757098634
1035,12586.0,68572,5.83112990557,-73.6784181528
1036,6861.0,68573,6.68527885644,-73.9576125578
1037,31698.0,68575,7.57716072595,-73.7838343562
1038,3296.0,68211,6.303116611,-73.5021152726
1039,4816.0,68217,6.23473577923,-72.9817680247
1040,11653.0,68229,6.61834459801,-73.0187245091
1041,17638.0,68235,6.6642600017,-73.564752876
1042,1643.0,68245,6.25354797659,-73.535911506
1043,12966.0,68255,7.52428472128,-73.1815819158
1044,2334.0,68264,6.07906122367,-73.0620666488
1045,3394.0,68266,6.65824115046,-72.6802793894
1046,4603.0,68271,5.80110629059,-73.9552493075
1047,2682.0,68296,6.67181099358,-73.324671243
1048,3529.0,68298,5.92438355772,-73.3193993358
1049,5762.0,68318,6.94343409989,-72.8236987332
1050,3880.0,68320,6.23327824764,-73.4097744525
1051,2052.0,68322,6.31929986505,-73.3311527516
1052,3751.0,68324,5.94489484431,-73.7217367073
1053,4405.0,68327,6.03337387355,-73.5789950876
1054,2120.0,68344,6.55987829883,-73.3617884053
1055,2991.0,68368,5.85428823393,-73.8234221746
1056,150610.0,68307,7.0366802453,-73.2487252357
1057,275109.0,68276,7.07970459772,-73.067992503
1058,9567.0,68101,6.09369131344,-74.1134019166
1059,4097.0,68250,6.09672621748,-73.9271822883
1060,157425.0,68547,6.96245608211,-73.0051717252
1061,528855.0,68001,7.15583354374,-73.1115699712
1062,500686.0,73001,4.45192142703,-75.2525909952
1063,4091.0,73024,3.39001506357,-74.9407823248
1064,6712.0,73026,4.58262578405,-74.9863068561
1065,6524.0,73030,4.82491185676,-74.8044181239
1066,7658.0,73043,4.63178403678,-75.1911774871
1067,11440.0,73055,5.00675895629,-74.8475009486
1068,18237.0,73067,3.42843089183,-75.4822754207
1069,17309.0,73124,4.40697128307,-75.4974591828
1070,9643.0,73148,4.12341679524,-74.7470024574
1071,5496.0,73152,5.01675119982,-75.1888002758
1072,43795.0,73168,3.74369308445,-75.5898663417
1073,7495.0,73200,4.3541623159,-74.9114745339
1074,18999.0,73217,3.73862555398,-75.1485373622
1075,7762.0,73226,3.98252394998,-74.6893690773
1076,7274.0,73236,3.5978632737,-74.802566735
1077,67983.0,73268,4.16647696921,-74.8935294081
1078,6612.0,73270,5.07925659831,-74.957033717
1079,27334.0,73275,4.2428132568,-74.8370863787
1080,28920.0,73283,5.1866948123,-75.0522899468
1081,30516.0,73319,4.0765013411,-74.9765728699
1082,6368.0,73347,5.06855378287,-75.2432295872
1083,10057.0,73352,4.1332763691,-74.5396425689
1084,17084.0,73408,4.86603459153,-74.9233717839
1085,33262.0,73411,4.87793675545,-75.0476307571
1086,34505.0,73443,5.23532259274,-74.9066808906
1087,34136.0,73449,4.18604941139,-74.6378330131
1088,3389.0,73461,4.82673446831,-75.2199398651
1089,14292.0,73483,3.54051820281,-75.1220099935
1090,29665.0,73504,3.937793962,-75.2782431445
1091,9210.0,73520,5.09403573693,-75.0184504949
1092,5574.0,73547,4.48500414355,-74.9208960232
1093,21557.0,73555,3.09897343027,-75.8168441305
1094,7893.0,73563,3.72916664908,-74.872477056
1095,22682.0,73585,3.85428161409,-74.8745115473
1096,19090.0,73616,3.46807754782,-75.8548110251
1097,5161.0,73622,4.09786118124,-75.5942802681
1098,20220.0,73624,4.21673095384,-75.3475836352
1099,14099.0,73671,3.91254278661,-75.0185976148
1100,11514.0,73675,3.95514345856,-75.4990828215
1101,12139.0,73678,4.12861849024,-75.1124479221
1102,5128.0,73686,4.72910761796,-75.2071286189
1103,3446.0,73770,4.04893994715,-74.8185793327
1104,4502.0,73854,4.18212564652,-75.1714823679
1105,12137.0,73861,4.70988171997,-74.9208988574
1106,8530.0,73870,4.96575346057,-75.1559296912
1107,5021.0,73873,3.85438409668,-74.6189662306
1108,11770.0,13300,8.98382887281,-74.1470738897
1109,9776.0,13650,9.09126082665,-74.3587060916
1110,128003.0,13430,9.16951220311,-74.7472952358
1111,92903.0,25307,4.33815451759,-74.8114392215
1112,645205.0,25754,4.53759937855,-74.2299299997
1113,129613.0,25175,4.86545184651,-74.0369225075
